id,city,country,year,gross_rental_yield_centre,gross_rental_yield_out,price_to_rent_centre,price_to_rent_out,affordability_index,qol_index,ppi_index,health_care_index,traffic_commute_index,pollution_index,climate_index,crime_index,safety_index,cost_of_living_index,rent_index,groceries_index,restaurant_price_index,local_ppi_index,y
450,Maribor,Slovenia,2020,4.019,4.175,3.313,3.451,4.247,6.034,2.573,6.767,4.157,1.198,4.429,2.065,6.723,2.302,0.871,1.815,1.625,2.792,24.288
451,Moscow,Russia,2021,3.162,3.411,4.209,4.222,0.719,3.714,1.891,6.529,7.942,3.134,3.526,3.468,5.49,1.92,2.015,1.485,1.662,1.714,7.911
452,Paris,France,2021,2.074,1.779,6.424,8.085,1.372,4.241,2.822,8.196,6.299,3.518,5.583,4.758,4.197,4.364,3.943,4.261,3.392,2.557,-0.153
453,Split,Croatia,2021,2.468,2.518,5.401,5.712,1.062,5.54,2.138,6.39,4.188,1.725,4.475,3.076,5.883,2.685,1.314,2.368,1.903,1.369,8.091
454,Belgrade,Serbia,2021,2.528,2.729,5.273,5.275,1.143,3.932,1.465,5.496,5.557,3.477,5.315,3.448,5.51,1.974,0.958,1.452,1.417,1.328,4.086
455,Vladivostok,Russia,2021,3.95,3.752,3.371,3.839,0.719,3.831,1.845,6.41,8.402,3.765,1.608,2.953,6.944,1.816,1.06,1.615,1.342,1.116,9.007
456,Gdansk,Poland,2021,3.436,4.256,3.877,3.38,1.127,4.617,1.725,5.148,4.519,2.44,4.77,2.818,6.142,2.074,1.838,1.631,1.389,1.564,13.88
457,Prague,Czech Republic,2021,2.613,2.696,5.092,5.345,1.421,5.576,2.44,7.692,4.999,1.907,5.096,2.161,6.8,2.428,2.07,2.074,1.538,2.211,14.829
458,Milan,Italy,2021,2.802,3.842,4.755,3.745,1.535,4.19,2.064,7.412,5.659,3.674,5.566,3.897,5.06,3.874,3.524,3.358,3.264,1.87,8.997
459,Rome,Italy,2021,2.708,3.606,4.916,3.99,1.519,3.855,2.009,6.109,6.488,3.632,5.919,4.664,4.292,3.649,2.839,3.135,3.021,1.821,4.544
460,Minsk,Belarus,2021,3.736,3.63,3.56,3.968,0.637,3.897,1.355,4.719,4.652,2.257,4.066,5.524,3.429,1.485,0.858,1.29,1.268,1.228,5.123
461,Lisbon,Portugal,2021,3.659,4.256,3.636,3.38,1.601,5.45,1.91,7.378,5.531,1.937,6.227,2.526,6.434,2.545,2.429,1.96,1.832,1.731,19.276
462,Krakow (Cracow),Poland,2021,3.299,3.663,4.031,3.933,1.323,4.311,1.91,6.065,4.746,3.857,4.665,2.342,6.619,1.993,1.559,1.593,1.421,1.731,12.777
463,Zadar,Croatia,2021,3.59,3.103,3.708,4.636,1.323,5.486,2.403,6.939,5.035,1.836,5.608,2.44,6.464,3.027,1.735,2.602,2.471,1.345,14.491
464,Saint Petersburg,Russia,2021,3.882,3.963,3.43,3.635,0.915,3.738,1.593,6.094,7.345,3.396,3.83,3.527,5.431,1.684,1.237,1.407,1.272,1.444,9.528
465,Munich,Germany,2021,2.065,2.095,6.432,6.863,1.715,6.31,3.692,8.057,5.106,1.359,4.799,1.579,7.383,3.798,3.701,3.124,3.029,3.346,15.103
466,Tirana,Albania,2021,3.539,4.394,3.762,3.279,1.29,3.249,1.116,5.029,6.171,4.791,5.459,3.482,5.476,1.951,0.855,1.598,1.223,1.012,6.928
467,Wroclaw,Poland,2021,3.616,4.288,3.681,3.355,1.258,4.511,1.841,5.931,5.094,3.308,4.951,2.444,6.516,2.017,1.702,1.607,1.457,1.669,14.923
468,Poznan,Poland,2021,3.822,4.077,3.481,3.529,1.274,4.508,1.693,5.679,4.786,3.158,4.89,2.499,6.462,2.011,1.513,1.63,1.407,1.534,14.418
469,Gdynia,Poland,2021,3.479,4.37,3.829,3.297,1.339,5.318,2.701,6.049,4.737,3.409,4.581,2.012,5.974,2.03,1.48,1.604,1.335,1.523,16.109
470,London,United Kingdom,2021,2.751,3.549,4.835,4.057,1.601,4.581,3.26,7.347,6.77,3.209,5.574,4.724,4.231,4.018,5.501,2.994,3.473,2.954,11.101
471,Warsaw,Poland,2021,3.522,3.996,3.781,3.6,1.421,4.64,2.118,6.253,5.421,3.245,4.713,2.365,6.595,2.163,1.955,1.732,1.634,1.919,15.228
472,Budapest,Hungary,2021,2.922,3.07,4.556,4.683,1.421,4.406,2.067,5.062,6.043,2.95,4.953,3.225,5.734,2.102,1.293,1.728,1.44,1.873,8.203
473,Novi Sad,Serbia,2021,2.982,2.932,4.458,4.915,1.552,4.86,1.584,5.12,2.567,2.49,5.307,3.604,5.354,1.843,0.784,1.408,1.196,1.435,9.361
474,Florence,Italy,2021,3.145,3.387,4.233,4.254,1.911,3.567,2.173,7.888,4.539,2.762,5.297,3.422,5.536,3.514,2.446,3.047,3.019,1.916,11.13
475,Stockholm,Sweden,2021,2.356,2.493,5.643,5.776,1.862,5.561,3.287,6.89,5.577,1.08,4.401,4.035,4.922,4.052,3.205,3.616,3.468,2.978,8.838
476,Ternopil,Ukraine,2021,4.49,4.337,2.964,3.321,0.539,3.791,1.274,5.191,5.483,3.367,4.087,4.418,5.016,1.232,0.411,1.116,0.631,0.823,8.998
477,Kazan,Russia,2021,3.522,3.557,3.782,4.045,1.062,3.275,1.707,8.139,6.886,3.405,2.677,4.884,5.565,1.428,0.701,1.238,1.087,1.422,8.139
478,Nice,France,2021,2.596,2.745,5.121,5.241,2.025,4.357,3.216,7.779,5.911,3.2,5.293,3.667,5.291,3.8,2.854,3.476,3.12,2.487,8.714
479,Bratislava,Slovakia,2021,3.196,3.013,4.163,4.775,2.058,5.238,2.403,5.939,4.727,2.23,5.099,2.774,6.186,2.44,1.76,2.04,1.783,2.178,13.863
480,Banja Luka,Bosnia And Herzegovina,2021,3.102,2.737,4.286,5.255,1.535,5.226,2.122,5.585,4.482,3.681,5.022,2.966,5.994,1.895,0.653,1.62,1.078,1.27,9.062
481,Barcelona,Spain,2021,3.487,3.996,3.813,3.603,1.944,4.802,2.298,8.009,4.627,3.532,6.047,4.071,4.886,3.065,2.583,2.517,2.544,2.082,14.183
482,Porto,Portugal,2021,4.601,5.377,2.894,2.678,1.878,5.487,1.619,7.717,4.374,1.89,6.102,3.258,5.701,2.513,1.966,2.065,1.709,1.467,21.557
483,Zagreb,Croatia,2021,2.99,3.046,4.447,4.722,1.748,5.598,2.017,6.769,4.896,1.725,5.192,1.993,6.968,2.504,1.316,2.097,1.784,1.828,15.097
484,Skopje,North Macedonia,2021,3.762,3.444,3.535,4.185,1.503,3.668,1.336,5.81,4.42,4.52,4.819,3.889,5.068,1.733,0.69,1.442,1.002,1.21,7.607
485,Madrid,Spain,2021,3.325,3.858,4.001,3.729,1.96,5.259,2.488,8.156,5.441,2.885,5.399,2.632,6.328,3.043,2.658,2.499,2.561,2.255,17.446
486,Ljubljana,Slovenia,2021,3.068,2.899,4.341,4.966,1.846,5.887,2.25,6.836,4.284,1.241,4.807,1.922,7.039,2.897,1.766,2.473,2.146,2.039,16.215
487,Vienna,Austria,2021,2.185,2.526,6.089,5.695,2.009,6.644,3.555,8.139,4.097,0.968,5.165,2.26,6.701,3.303,2.597,2.845,2.599,3.221,17.074
488,Nis,Serbia,2021,2.99,2.729,4.447,5.267,1.568,4.162,1.621,5.632,4.071,3.619,5.269,3.306,5.626,1.617,0.509,1.291,1.001,1.297,7.331
489,Ufa,Russia,2021,4.293,4.085,3.102,3.523,1.078,3.636,1.855,6.846,7.508,2.715,0.796,4.545,4.691,1.467,0.69,1.191,1.177,1.214,8.496
490,Salzburg,Austria,2021,2.459,2.591,5.418,5.558,2.107,6.101,3.129,8.118,4.064,0.875,5.348,2.075,6.672,3.638,2.56,3.539,2.7,2.758,16.454
491,Naples,Italy,2021,2.905,3.452,4.587,4.169,2.123,4.534,1.84,7.339,5.95,3.246,5.792,5.156,3.799,3.147,1.652,2.745,2.271,1.852,6.604
492,Brno,Czech Republic,2021,3.196,3.054,4.16,4.707,1.96,5.598,2.444,7.634,4.074,2.367,4.938,2.373,6.587,2.302,1.53,1.986,1.499,2.214,16.998
493,Helsinki,Finland,2021,2.296,2.843,5.798,5.065,2.287,6.335,3.373,7.989,4.786,0.727,3.966,2.261,6.7,3.771,2.97,3.256,3.49,3.056,16.444
494,Palma de Mallorca,Spain,2021,3.813,4.418,3.493,3.258,1.927,5.691,3.168,8.306,4.414,3.021,6.188,2.791,6.169,2.894,2.401,2.282,2.717,2.029,20.852
495,Cluj-Napoca,Romania,2021,3.565,3.265,3.737,4.413,1.617,5.386,2.05,6.656,4.451,2.337,4.696,1.879,7.083,1.91,1.124,1.662,1.502,1.857,16.868
496,Bilbao,Spain,2021,3.308,3.801,4.028,3.789,2.058,6.247,3.835,8.108,4.717,4.289,5.88,4.483,4.473,3.126,2.222,2.684,2.509,2.163,14.485
497,Kiev (Kyiv),Ukraine,2021,5.732,6.7,2.321,2.148,0.751,3.817,1.544,5.773,6.645,3.585,4.418,4.171,4.785,1.478,1.253,1.248,0.998,1.399,15.814
498,Brighton,United Kingdom,2021,3.17,3.297,4.202,4.369,2.091,4.869,3.766,8.226,5.151,1.813,6.21,3.334,5.624,3.753,3.367,2.82,3.435,2.716,17.057
499,Bordeaux,France,2021,2.194,2.412,6.063,5.968,2.319,5.009,4.052,7.583,5.494,3.893,5.149,3.881,5.077,3.946,1.284,3.229,2.949,2.636,5.554
500,Hamburg,Germany,2021,2.639,2.883,5.047,4.998,2.303,5.781,3.335,7.7,5.315,1.663,5.227,3.87,5.087,3.449,2.792,2.745,2.546,3.022,13.825
501,Lviv,Ukraine,2021,5.878,7.066,2.265,2.036,0.719,4.337,1.19,6.091,5.14,2.883,4.397,3.706,5.251,1.348,0.767,1.211,0.868,1.079,18.729
502,Rzeszow,Poland,2021,3.659,3.176,3.639,4.534,1.829,5.075,2.49,7.137,4.655,3.853,4.857,2.672,6.712,1.818,0.931,1.476,1.248,1.842,15.074
503,Luxembourg,Luxembourg,2021,2.819,3.013,4.716,4.773,2.385,6.533,4.089,7.682,5.137,1.131,5.219,2.465,6.496,4.152,4.818,3.813,3.676,3.705,20.6
504,Lodz,Poland,2021,4.301,4.345,3.091,3.311,1.846,4.41,1.838,5.547,4.701,3.262,4.865,3.779,5.179,1.913,1.202,1.5,1.271,1.666,13.674
505,Nizhny Novgorod,Russia,2021,5.433,4.573,2.45,3.151,1.192,5.028,1.321,7.803,4.476,1.849,2.875,2.836,6.124,1.567,0.796,1.263,1.245,1.197,19.56
506,Katowice,Poland,2021,4.07,4.54,3.268,3.173,1.813,4.802,1.86,5.964,5.046,3.663,5.086,3.373,5.586,1.838,1.155,1.455,1.169,1.726,14.909
507,Rijeka,Croatia,2021,3.136,2.916,4.241,4.94,1.96,5.765,2.332,6.858,3.4,1.68,4.756,2.121,6.84,2.62,0.892,2.277,2.027,1.531,15.154
508,Odessa (Odesa),Ukraine,2021,5.415,5.58,2.459,2.581,0.702,3.84,1.322,5.225,5.568,3.497,4.99,4.823,4.132,1.438,0.774,1.177,1.01,1.198,12.008
509,Thessaloniki,Greece,2021,3.864,3.785,3.448,3.803,1.976,4.214,1.408,5.759,4.327,3.476,5.583,4.256,4.7,2.911,1.047,2.24,2.302,1.276,8.492
510,Novosibirsk,Russia,2021,4.944,4.873,2.695,2.955,1.258,3.12,1.42,5.627,6.196,3.779,1.019,4.166,4.791,1.479,0.752,1.321,1.037,1.287,9.231
511,Athens,Greece,2021,4.096,3.338,3.251,4.312,1.927,4.296,1.683,5.816,5.905,3.122,6.012,4.679,4.277,2.825,1.243,2.241,2.283,1.525,7.804
512,Vilnius,Lithuania,2021,3.419,3.452,3.894,4.169,2.336,5.908,2.397,7.373,4.253,1.281,4.206,2.468,6.492,2.26,1.349,1.736,1.966,2.172,18.952
513,Brasov,Romania,2021,4.284,3.988,3.105,3.612,1.797,4.144,2.601,6.988,4.683,2.581,4.749,2.313,6.647,1.87,0.908,1.659,1.342,1.527,17.936
514,Amsterdam,Netherlands,2021,3.804,4.11,3.503,3.5,2.385,5.96,3.218,7.176,4.578,1.684,5.524,3.013,5.946,4.02,4.512,3.062,3.638,2.916,21.43
515,Samara,Russia,2021,5.338,5.23,2.495,2.751,1.241,4.297,1.846,7.789,5.655,4.154,3.12,3.695,5.353,1.547,0.692,1.266,1.31,1.086,15.675
516,Cambridge,United Kingdom,2021,3.316,4.962,4.015,2.9,2.14,6.04,3.008,7.608,5.186,1.754,5.771,2.487,6.473,3.496,3.354,2.725,3.22,2.725,22.294
517,Craiova,Romania,2021,3.188,2.981,4.174,4.826,1.682,4.418,2.245,6.669,5.539,1.93,5.044,1.013,6.572,1.71,0.665,1.53,1.055,1.696,14.923
518,Bialystok,Poland,2021,3.856,3.793,3.453,3.798,1.993,4.725,2.506,6.186,5.174,3.589,4.811,2.594,6.66,1.83,0.879,1.445,1.11,1.655,15.53
519,Bologna,Italy,2021,3.607,3.923,3.692,3.672,2.499,4.972,2.216,8.096,5.047,2.968,5.566,4.0,4.957,3.567,2.178,3.263,3.04,2.008,13.665
520,Iasi,Romania,2021,3.847,3.931,3.459,3.658,1.829,4.643,1.753,5.943,5.114,3.186,4.614,2.605,6.355,1.807,0.835,1.571,1.181,1.589,14.384
521,Constanta,Romania,2021,3.933,3.565,3.386,4.034,1.748,4.19,2.168,5.485,3.786,3.214,5.504,2.782,6.241,1.897,0.72,1.503,1.634,1.415,13.443
522,Omsk,Russia,2021,5.604,5.474,2.377,2.63,1.307,4.0,2.324,6.45,7.367,3.502,0.538,4.429,6.534,1.452,0.557,1.329,1.041,0.95,14.211
523,Irkutsk,Russia,2021,5.261,4.987,2.529,2.885,1.356,4.055,1.702,5.76,7.118,3.491,3.957,5.198,5.514,1.543,0.71,1.353,1.296,1.186,11.98
524,Oslo,Norway,2021,2.665,3.127,4.988,4.601,2.336,5.824,3.365,7.833,4.916,1.306,3.789,3.132,5.827,4.915,3.417,4.688,4.297,3.05,13.446
525,Bucharest,Romania,2021,4.122,4.15,3.229,3.47,1.764,4.152,1.967,5.616,6.498,4.116,4.776,2.503,6.457,1.984,1.138,1.661,1.551,1.783,13.38
526,Lublin,Poland,2021,4.619,4.402,2.88,3.27,1.927,5.294,2.684,5.4,5.916,2.166,4.552,2.871,4.827,1.862,1.176,1.414,1.265,1.776,17.035
527,Burgas,Bulgaria,2021,3.847,4.467,3.456,3.224,2.172,4.79,1.902,5.985,4.57,3.475,4.713,3.808,6.446,1.856,0.614,1.57,1.311,1.215,14.25
528,Cologne,Germany,2021,2.708,2.753,4.921,5.223,2.417,5.668,3.595,7.715,5.624,2.261,5.36,3.858,5.099,3.366,2.407,2.477,2.626,3.258,13.308
529,Bristol,United Kingdom,2021,3.693,3.89,3.604,3.704,2.336,5.544,2.966,7.582,4.477,2.457,5.591,3.69,5.268,3.487,2.955,2.713,3.225,2.688,17.568
530,Volgograd,Russia,2021,4.858,4.727,2.738,3.045,1.388,3.167,1.375,5.341,7.331,3.538,2.166,3.914,5.437,1.416,0.536,1.119,1.308,1.139,9.521
531,Kosice,Slovakia,2021,3.976,4.353,3.35,3.309,2.728,5.17,2.765,6.367,5.089,2.387,4.627,2.728,6.299,2.332,1.333,1.914,1.629,1.911,18.793
532,Kaunas,Lithuania,2021,3.205,3.346,4.155,4.298,2.483,5.764,2.267,7.6,3.715,1.419,4.355,3.441,5.518,2.187,1.035,1.75,1.701,2.054,16.366
533,Kharkiv,Ukraine,2021,7.172,7.204,1.855,1.997,0.833,3.891,1.215,4.874,5.845,3.064,4.128,4.329,4.627,1.396,0.843,1.128,0.902,1.101,17.246
534,Tyumen,Russia,2021,4.404,4.126,3.02,3.486,1.372,3.643,1.539,6.365,5.216,3.124,4.783,4.325,4.847,1.551,0.619,1.318,1.359,1.332,11.186
535,Szczecin,Poland,2021,4.601,4.256,2.894,3.383,2.091,4.99,3.008,6.187,4.941,3.814,4.4,2.133,5.394,1.847,1.104,1.515,1.184,1.787,17.727
536,Rostov-na-donu,Russia,2021,5.201,4.954,2.558,2.905,1.356,3.654,1.937,3.984,4.27,3.294,2.947,4.98,3.975,1.513,0.638,1.22,1.303,1.197,9.723
537,Basel,Switzerland,2021,2.031,2.233,6.566,6.434,2.662,7.573,4.913,8.009,6.931,1.535,5.139,1.829,7.133,6.329,3.814,6.373,5.18,3.712,12.715
538,Haarlem,Netherlands,2021,4.559,4.012,2.922,3.587,2.646,6.363,3.549,7.601,5.329,1.68,5.944,2.854,6.716,3.744,4.076,2.84,3.144,2.938,24.989
539,Berlin,Germany,2021,2.888,3.208,4.61,4.486,2.76,5.726,3.59,7.202,5.202,2.148,5.265,3.68,5.277,3.359,2.654,2.778,2.42,3.253,15.708
540,Tomsk,Russia,2021,4.55,4.329,2.926,3.323,1.421,3.872,1.609,6.957,6.529,3.066,3.562,3.83,5.333,1.428,0.582,1.308,0.895,1.359,12.854
541,Frankfurt,Germany,2021,2.776,2.924,4.798,4.925,2.728,6.193,4.202,7.668,3.879,2.059,5.351,3.747,5.211,3.503,3.106,2.509,2.757,3.807,17.686
542,Gothenburg,Sweden,2021,2.965,3.224,4.492,4.463,2.597,6.046,3.445,7.07,4.021,1.135,4.895,4.154,4.803,3.752,2.685,3.38,3.362,3.122,15.027
543,Malaga,Spain,2021,3.976,4.37,3.35,3.297,2.581,5.731,3.084,8.126,5.465,3.514,5.756,2.466,6.495,2.635,1.987,2.141,2.117,2.378,21.482
544,Izhevsk,Russia,2021,4.781,3.866,2.785,3.722,1.372,3.463,1.521,5.759,7.942,3.938,2.931,4.7,5.033,1.351,0.468,1.223,0.969,1.228,7.393
545,Sofia,Bulgaria,2021,4.156,4.532,3.204,3.174,2.401,4.318,1.916,5.895,4.748,3.748,4.801,3.736,5.222,2.035,1.074,1.731,1.427,1.736,13.801
546,Krasnodar,Russia,2021,4.738,5.117,2.808,2.811,1.421,2.804,1.985,6.794,6.174,3.217,1.134,4.431,6.717,1.443,0.653,1.2,1.13,1.347,13.181
547,Trento,Italy,2021,2.845,2.753,4.679,5.221,2.777,5.318,2.473,6.621,6.911,3.831,5.82,3.839,4.542,2.833,1.397,3.271,3.063,2.447,7.058
548,Ivano-Frankivsk,Ukraine,2021,5.792,5.815,2.297,2.474,0.882,4.016,1.607,4.785,6.495,3.515,4.698,5.011,5.185,1.305,0.414,1.133,0.787,0.875,12.91
549,Debrecen,Hungary,2021,4.267,3.89,3.121,3.699,2.254,4.393,2.291,5.197,6.301,2.889,5.13,3.294,5.727,1.915,0.93,1.613,1.322,1.733,13.711
550,Tallinn,Estonia,2021,3.496,3.314,3.81,4.349,2.646,6.031,2.448,7.349,4.137,1.231,4.06,2.013,6.949,2.742,1.436,2.089,2.362,2.218,19.478
551,Stuttgart,Germany,2021,2.888,3.184,4.615,4.527,2.744,5.903,3.858,7.424,5.401,2.442,5.121,2.573,6.387,3.357,2.806,2.626,2.797,3.497,18.326
552,Yekaterinburg,Russia,2021,4.404,4.386,3.024,3.284,1.421,3.162,1.818,5.246,5.954,4.19,1.347,4.212,4.745,1.476,0.725,1.194,1.1,1.647,7.918
553,Bergamo,Italy,2021,2.819,3.72,4.725,3.873,2.842,5.15,2.477,6.598,5.933,3.415,5.564,4.074,5.327,3.662,1.641,3.31,3.056,2.154,9.612
554,Dnipro,Ukraine,2021,6.298,6.075,2.112,2.371,0.849,3.437,1.294,5.288,5.013,4.485,4.391,4.774,4.181,1.349,0.659,1.063,0.943,1.173,12.849
555,Sarajevo,Bosnia And Herzegovina,2021,2.819,2.875,4.717,5.002,2.45,4.403,2.156,5.826,4.428,3.697,4.938,4.21,4.747,1.868,0.67,1.543,1.058,1.954,7.36
556,Riga,Latvia,2021,3.942,4.215,3.377,3.415,2.662,5.088,1.901,6.261,4.927,2.09,4.718,3.393,5.565,2.567,1.209,1.957,2.024,1.722,15.628
557,Nantes,France,2021,2.725,2.981,4.882,4.833,2.907,5.566,3.521,7.772,6.09,3.754,5.524,5.001,3.954,3.533,1.776,3.367,2.559,2.548,8.501
558,Lyon,France,2021,2.862,3.167,4.657,4.55,2.924,5.308,2.972,7.979,5.22,2.785,5.591,4.038,4.919,3.812,2.198,3.662,2.833,2.693,12.118
559,Sibiu,Romania,2021,3.967,3.809,3.358,3.782,1.927,5.39,2.173,5.691,7.157,3.497,4.427,1.485,6.138,1.808,0.769,1.64,1.267,1.689,14.805
560,Parma,Italy,2021,3.179,3.436,4.186,4.188,2.907,4.049,2.889,7.547,5.078,3.638,5.545,4.667,4.843,3.576,1.709,2.759,3.505,2.163,9.569
561,Geneva,Switzerland,2021,2.691,2.81,4.94,5.124,2.956,6.581,4.465,7.535,3.939,1.441,5.218,2.439,6.522,6.102,5.335,6.196,4.953,4.046,17.96
562,Mykolaiv,Ukraine,2021,6.161,5.693,2.161,2.529,0.817,3.977,1.301,5.43,6.741,3.196,5.063,4.347,3.952,1.348,0.455,1.089,1.091,0.947,13.223
563,Oradea,Romania,2021,4.147,3.419,3.208,4.213,1.993,4.617,1.965,5.377,4.166,3.168,5.0,3.365,6.494,1.773,0.674,1.534,1.155,1.576,13.608
564,Kaliningrad,Russia,2021,5.21,5.109,2.554,2.818,1.503,3.331,1.908,7.318,7.46,3.199,3.0,4.121,5.277,1.507,0.575,1.274,1.048,1.176,13.817
565,Dublin,Ireland,2021,5.552,6.075,2.398,2.37,2.548,4.908,2.754,5.367,6.2,2.174,5.425,4.432,4.524,3.983,5.051,3.311,3.271,2.495,20.239
566,Varna,Bulgaria,2021,3.676,3.955,3.621,3.642,2.483,4.752,1.685,6.393,4.768,3.453,5.374,2.829,6.131,1.914,0.666,1.674,1.267,1.527,14.642
567,Voronezh,Russia,2021,5.27,4.508,2.527,3.192,1.454,4.252,1.704,7.698,6.245,4.682,1.609,3.783,5.805,1.462,0.529,1.237,1.166,1.177,13.231
568,Krasnoyarsk,Russia,2021,5.767,4.654,2.307,3.095,1.486,3.139,1.484,6.481,9.597,3.713,2.215,3.784,5.113,1.499,0.662,1.34,1.177,1.292,10.731
569,Olomouc,Czech Republic,2021,3.685,3.395,3.611,4.239,2.744,5.851,2.902,7.636,4.689,2.236,4.781,2.321,6.662,2.156,1.087,1.948,1.191,2.211,20.086
570,Perm,Russia,2021,4.704,4.475,2.827,3.215,1.535,3.811,1.898,6.425,6.475,4.224,-0.272,2.347,5.727,1.466,0.579,1.222,1.099,1.359,11.9
571,Vinnytsia,Ukraine,2021,6.109,6.579,2.178,2.187,0.882,3.664,1.156,5.544,5.797,4.399,3.693,4.765,4.648,1.334,0.551,1.188,0.814,1.102,13.319
572,Utrecht,Netherlands,2021,4.584,4.166,2.903,3.456,2.891,6.109,3.034,7.629,4.918,1.672,5.505,2.483,6.477,3.902,3.496,2.995,3.499,2.749,23.766
573,Graz,Austria,2021,2.836,2.648,4.686,5.429,3.054,5.992,3.019,8.05,4.199,2.025,4.67,2.287,6.674,3.681,1.76,3.465,2.448,2.735,15.939
574,Linz,Austria,2021,3.308,3.289,4.025,4.376,2.94,6.894,3.697,8.211,4.276,1.708,4.918,1.948,6.752,3.737,2.162,3.379,3.124,2.632,21.161
575,Marseille,France,2021,3.496,3.614,3.812,3.979,2.858,3.511,4.095,7.675,6.685,2.927,5.421,5.274,3.681,3.47,1.878,3.197,2.861,2.335,10.02
576,Uppsala,Sweden,2021,2.871,3.346,4.63,4.3,2.76,6.347,4.449,7.1,3.813,1.095,4.176,3.341,5.617,3.934,2.25,3.623,3.138,2.946,17.187
577,Patras,Greece,2021,3.256,2.835,4.091,5.083,2.368,4.49,2.185,5.1,2.572,3.567,5.612,4.629,6.228,2.8,0.771,2.144,1.739,1.604,8.246
578,Edinburgh,United Kingdom,2021,3.804,3.955,3.503,3.637,2.891,6.333,3.185,8.319,4.459,1.507,5.306,2.735,6.225,3.518,2.762,2.812,3.401,2.886,22.777
579,Palermo,Italy,2021,3.11,3.947,4.282,3.648,3.054,4.677,2.415,7.129,7.087,3.333,5.546,4.199,4.757,2.814,1.237,2.251,1.949,2.18,11.359
580,Seville (Sevilla),Spain,2021,4.216,4.629,3.159,3.112,2.94,5.893,2.385,8.38,5.477,1.977,5.982,2.747,6.213,2.653,1.724,2.395,1.81,2.315,23.197
581,Lugano,Switzerland,2021,2.014,2.68,6.595,5.376,3.267,6.3,4.866,7.523,5.21,0.978,5.068,1.949,7.44,5.949,3.359,5.94,4.751,3.934,15.119
582,Trondheim,Norway,2021,3.445,3.07,3.863,4.693,2.924,6.807,3.326,7.59,4.31,1.368,4.176,1.796,7.166,4.962,2.941,4.739,4.099,2.888,18.989
583,Toulouse,France,2021,2.613,2.924,5.089,4.924,3.316,5.607,3.264,8.217,5.726,3.265,5.815,4.127,4.83,3.646,1.831,3.532,2.957,2.998,11.349
584,Leipzig,Germany,2021,2.819,3.598,4.724,3.997,3.169,5.996,3.827,8.335,5.449,1.303,5.335,3.77,5.188,3.047,1.773,2.309,2.227,2.827,18.366
585,Tromso,Norway,2021,3.273,3.208,4.062,4.488,2.907,5.995,3.697,7.691,3.972,1.274,3.826,2.845,6.115,5.24,2.883,5.106,4.472,2.745,15.743
586,Szeged,Hungary,2021,3.907,3.704,3.406,3.889,2.532,4.427,2.182,5.076,6.488,2.844,4.585,3.186,5.904,1.906,0.757,1.665,1.167,1.854,12.745
587,Cagliari,Italy,2021,3.616,4.264,3.684,3.375,3.054,4.565,3.477,7.089,6.424,3.844,5.149,3.247,5.711,3.172,1.543,2.922,2.468,2.136,14.801
588,Nuremberg,Germany,2021,2.536,2.518,5.239,5.726,3.381,6.483,3.635,7.728,5.129,1.385,4.271,2.729,6.231,3.372,2.026,2.79,2.42,3.875,16.928
589,Saratov,Russia,2021,5.904,4.922,2.254,2.924,1.715,3.9,1.528,6.517,4.347,2.645,2.512,4.712,6.041,1.414,0.458,1.183,1.111,1.067,16.039
590,Copenhagen,Denmark,2021,3.967,4.183,3.357,3.444,3.381,6.534,3.457,8.009,4.421,1.148,5.289,2.464,6.497,4.515,3.953,3.597,4.228,3.133,24.708
591,Plovdiv,Bulgaria,2021,4.644,4.613,2.864,3.121,2.581,4.485,2.606,6.009,4.408,3.46,4.96,3.772,4.995,1.901,0.718,1.657,1.262,1.461,15.811
592,Genoa,Italy,2021,3.273,5.198,4.062,2.77,3.201,4.991,2.135,7.279,5.415,2.935,6.001,3.861,5.096,3.692,1.551,3.435,2.881,1.935,14.474
593,Hanover,Germany,2021,2.776,2.566,4.787,5.606,3.218,6.029,5.192,7.025,5.299,1.759,4.441,3.745,5.213,3.164,1.996,2.409,2.498,3.608,15.679
594,Turin,Italy,2021,3.616,4.313,3.678,3.341,3.283,4.499,2.382,6.93,4.55,3.886,5.411,4.498,4.458,3.398,1.726,2.882,2.983,2.158,12.062
595,Espoo,Finland,2021,2.733,3.265,4.876,4.411,3.544,6.869,3.608,7.873,5.233,0.744,4.228,2.254,6.246,3.604,2.445,3.14,3.165,3.779,20.818
596,Tampere,Finland,2021,2.862,3.273,4.649,4.397,3.397,6.295,3.761,7.837,5.115,0.75,3.888,1.967,6.994,3.587,2.032,3.052,3.149,3.193,20.58
597,Erlangen,Germany,2021,2.682,2.258,4.967,6.384,3.446,6.712,4.696,7.588,4.449,2.254,5.604,3.561,6.859,3.382,1.933,2.566,2.804,3.889,17.408
598,Liverpool,United Kingdom,2021,2.93,4.508,4.545,3.196,2.94,6.214,3.345,8.837,5.063,1.646,5.74,3.968,4.99,3.234,1.926,2.523,3.061,3.031,19.679
599,Karlsruhe,Germany,2021,2.828,2.883,4.707,5.0,3.512,5.605,4.334,6.957,5.726,2.004,4.717,3.473,5.485,3.179,1.992,2.404,2.468,3.622,15.915
600,Zurich,Switzerland,2021,2.879,3.078,4.623,4.674,3.61,7.027,4.798,7.83,5.22,0.944,5.147,1.467,7.496,6.275,5.347,6.284,5.129,4.348,22.687
